Sentiment,clean_text
Negative,block obsessive cash grab deliver pursuit raise regional gating
Neutral,deomn loge
Neutral,
Negative,stingy
Positive,dutch programming netherlands netherlands dutch learning licensing
Positive,prefer thank
Negative,
Negative,cr menu mess hopeless designed join bbc entirely
Neutral,
Positive,
Negative,hotstar netmirror hand jio satisfied annum
Negative,produce dropped penny decided understood limiting
Negative,zhaolusi zhaolusi actress wrong
Positive,
Neutral,langague faltu detract origin
Positive,max feel unless
Neutral,sale mc rong
Neutral,ale loa
Negative,sneaking scheme dime fund pdf lodge transgenderism
Negative,drop belong worse mucking
Positive,
Neutral,mania wot
Neutral,fails
Negative,deplorable tos former toa reimbursed sale blockbuster denied blockbuster radioshack messed fall
Positive,messed makeup special effect patch eyebrow patch spartan bathroom nude patch mess visual break vibe cheesy makeup pull special effect student flip
Neutral,channel manually
Negative,
Negative,aware pushing groom indoctrinate adult supplier tour worldview decided kid's
Neutral,hone baar dikhata baar
Positive,stay insanely bright turned brighter useleaa
Neutral,excelente uso todos veo pel celular culas
Negative,broke
Positive,
Neutral,they'r
Negative,oct dose accept acceptable allow throw useless useless protection useless
Negative,nonstarter booooo
Positive,thank shameless original sin
Positive,
Neutral,gaurav
Positive,
Positive,writer expert tittle debt raise generally ranked debt country's population rich decided debtor loss killed
Negative,butt revenge thy
Neutral,simo anuncios pusieron
Positive,solving
Negative,maintenance vandag shaun lee die trok nog nie geweet die trok
Positive,upto
Negative,operating
Neutral,prob router
Neutral,nonrational instantly
Negative,recommend
Negative,uuuu solicit hotel
Positive,
Neutral,luv luv luv netflixs
Neutral,
Neutral,
Positive,programming recommend
Negative,rip serivice deleteing
Negative,
Neutral,
Neutral,rascal dowload
Neutral,bina hue kiye hota
Negative,'broomer 'g' verse propaganda
Positive,
Neutral,bagus tp lanjut ngefrezz sendiri abis itu suka pelemnya mgkin diperbaiki
Neutral,dowload fantastic
Positive,effing infinitely nada
Negative,
Neutral,sudah bayar tangguhkan suruh bayar lagi
Neutral,azz bummy
Neutral,jakar hoti krnepe
Positive,
Positive,trip disappeared accepted laden network sport network
Positive,flower hope following sorry caused joy hope following reply thank thank sweet sorry sad news hug hope
Neutral,
Negative,mood unavilable mean useless
Positive,thank beg amazon zee hotstar spoil ton
Positive,
Neutral,century addictive
Positive,dollar storyteller nickpicky
Negative,clue status truly doubt advised checking resolved sent cancelling competition market
Positive,
Neutral,prankish heavily
Positive,entertainment
Positive,
Neutral,ssimo consigo assistir minha pr pria cel tamb funciona
Positive,happy
Positive,extremely patient helped thank
Negative,listen peacock freaking
Negative,programming disgusting stand
Negative,wrong
Positive,lover
Negative,destroy bharat rely gadget
Negative,idle unfortunately
Positive,okay
Negative,memory store
Negative,notifying prefer handle particularly financial situation allow head deduction
Negative,consent
Negative,
Positive,football
Positive,lock
Neutral,bhai pata dekh hu mang
Negative,decade rather
Positive,
Positive,hase olmsted harlequin harley quinns
Positive,
Neutral,dahi bimag
Positive,fact monitor save theatre theatre
Negative,
Negative,forward bind
Negative,throwing
Neutral,lane mujhe panding dekha tarah acha wah parsani har wakt expirense panding roke pasia lane
Negative,evil mock truth
Negative,
Positive,title comedy recommends offline super useful performance recommended
Positive,
Negative,freaking refresh coldness food's yelling
Positive,
Positive,
Negative,diez cada anuncios cortos esperes mejores pel culas encanta mo saltas segundos anuncios darme menos tiempo ver anuncios
Positive,
Negative,lowered pirate
Negative,unlock form cool lock refuse grubbing
Positive,brings entertainment
Negative,forced
Positive,
Neutral,kikku sunil grover janemaan acha dikha dekhle meri kapli
Negative,pushing horrific cancelling false push idiologies
Neutral,pedophile promoter
Neutral,sparkler hbo's bundle
Negative,ugly
Negative,netflox think space eating uninstalle
Positive,wherever home forth location four solution downside
Positive,
Positive,intro credit
Negative,vanished somehow mentioned wth
Neutral,trustpilot cavil yr square google
Neutral,khan aryan
Negative,lied ticket resolved
Positive,
Neutral,mania wot
Negative,imbibe hopefully food save
Neutral,tranquille
Negative,create dropped decided penny understood limiting
Neutral,zaw myo htwe
Neutral,saya suka dengan ini tetapi sesetengah cerita tidak dalam ini seperti china takpa saya tetap sukaaa
Negative,break wife barley sick misuse promise worse
Negative,stupid preposterously
Positive,contact
Neutral,outt
Negative,coz nonsense
Negative,complaining slider wider solution override stupe
Negative,
Positive,super
Negative,stunned original stupid
Neutral,jessica hernanderz
Negative,offer dub sub subscribe boring
Negative,leave alone
Positive,trail
Positive,entertainment
Positive,
Negative,unhealthy save brain
Neutral,sheldon
Negative,lousy selection ability
Positive,whaching sheldon
Negative,rather myth useless embarrassing pointless disclose
Positive,nonstop
Negative,idea harmful society mental
Negative,theyy park showwwwwwwwwwwwwwwwwwww paranormal fave
Neutral,
Negative,look lowkey
Positive,
Positive,
Negative,sooooo feel dial horribly restriction
Positive,personalized
Negative,scum
Neutral,prestige
Positive,
Positive,
Neutral,angebot ist okey preis vorallem offlinemodus beginn zubird fehlt oder bessere bildspanne fehlen schlechte bersicht
Positive,
Positive,
Positive,
Positive,
Negative,troubleshooting frustrated
Neutral,didi chuchu
Positive,
Neutral,temporadas rick la pongan
Positive,rupaul drag race shrek summer loud casagrandes
Neutral,
Positive,
Neutral,accurate
Neutral,litterally captain underpants epic oct swear
Positive,
Neutral,hajar bakawas ekdam lafade
Negative,programming groom sick twisted pedophile mental disorder
Positive,
Neutral,kuch chl
Positive,amongst
Neutral,woch ren friday
Positive,filipino boruto thank
Positive,
Positive,horizontal vertical
Negative,helping blurring solved
Negative,job picking
Neutral,susah sangat nak guna bayar sendiri untuk nombor pun dapat
Negative,allow logins limiting financially roving account account
Negative,block stupid popping steam
Positive,
Positive,heyy appreciate zou wano cake island egghead thank
Negative,spend unbowed head
Positive,
Negative,wrong darker brighter
Positive,
Neutral,iyo adkeysi ayey ubaahantahay noolashu dadaal
Positive,jiohotsar sport mcu brings personalized
Positive,easiest
Positive,tq thank appear appear
Negative,stuck integration subject
Neutral,abe tum ek kabil kyunki bagair kuchh walon
Negative,resubscribed flight flight wasted
Neutral,corrupt trustpilot straight google carp
Positive,delicious
Neutral,sao
Positive,
Positive,controlling
Neutral,kee stru kee
Positive,
Negative,wrong completed fraud easier treasure wreckage
Negative,pathetic vigour plain refund
Neutral,iske chalu kutta palu
Positive,tonight
Negative,
Positive,trrash website movierulz
Negative,completing block combination expected smoother
Neutral,
Negative,international taste offline
Neutral,af
Negative,disappeared stash preventing appeared strangely ended
Neutral,pan lan bakar gaga chud hamza
Positive,
Negative,nail received worse suspended
Positive,wath
Neutral,havent
Positive,super
Negative,unsubcribed vile
Positive,path joy excitement
Negative,unearthly pathetic
Neutral,recognize
Positive,sending reminder knew swiped
Positive,
Neutral,john wonderfully addressed wondering addressed
Positive,
Positive,
Positive,hinduphobia karta isliye iss karo
Negative,
Negative,swadesi leave
Negative,avisen cuando dejen mostrar hogar cada rato
Positive,activate
Negative,
Negative,
Neutral,lego
Negative,thiss
Positive,
Negative,wasted motivate ended cancelling joke
Negative,enkindle fire older
Neutral,bruh
Negative,idiot direful community dude elf popup remind parasite soft locking subscriber leaving arguably
Negative,
Neutral,bom muito
Positive,honest liking
Positive,oot
Neutral,intenchly grandness
Positive,
Negative,detail broken
Neutral,mere pr krna hoga baat hoga glt krna kre apna
Negative,
Negative,filter sorting function produce
Positive,
Positive,
Neutral,magi kanki
Positive,
Positive,
Positive,
Positive,wow
Positive,
Positive,
Negative,shield bound moved
Neutral,akun perangkat dari bayar lagi mau dipakai lebih harus perangkat secara bersamaan
Neutral,linked ajer giler tgk ler kome nak doh dekat donlod appnye natang sungguh
Neutral,mengapa subtitlenya jadi warna abu abu padahal pengaturan sudah diset warna putih padahal kalau nonton semuanya subtitlenya sering jadi abu abu sudah diset sebagainana rupa juga tetap abu abunya tolong diperbaiki
Negative,horrific broken
Positive,
Positive,
Negative,hateful perverse nasty
Positive,dena
Neutral,kuti karna ladra banka
Neutral,mara cod
Negative,useless whether
Positive,
Negative,
Positive,
Positive,
Negative,enjoy regrettably published record rather
Neutral,recoil climbing
Neutral,
Negative,noob
Positive,gorgeous
Negative,
Positive,
Positive,
Neutral,
Neutral,housefull ghatiya abhitak aaya
Negative,mess underhanded rainbow cult aimed paw ridley jones binary character preschooler patrol binary character mouth puberty plz mess
Positive,credit easypaisa sim store
Neutral,ut gas way qualify contant
Negative,
Neutral,genocidal
Negative,
Neutral,unsuitable
Neutral,wonderfully deal addressed wondering
Neutral,percuma ternyata nya buat nonton langsung lama tidak tersedia
Neutral,ghatiya
Neutral,
Negative,complained homecoming programme skip usual corporate horrendous highlight
Neutral,wriggle groom minded
Negative,mark
Positive,icon
Positive,
Neutral,
Negative,unethical obviously
Neutral,
Positive,generally happy slider rather jan managed pleasefix
Negative,layout clearly senior management arrogant bastard promotion outrageous otvs popular disgusted decision maker strategy resign
Neutral,
Negative,opprobrious unless
Neutral,fpt compatable
Neutral,dickfofof
Positive,
Neutral,
Positive,daughter four announcement love rise invasion announce younger age menu
Positive,
Negative,searching frame
Negative,kidding genre
Negative,upshot telegram named event invest investment po wish event type track telegram broke thank
Positive,rn mcu cutting mcu mcu
Neutral,banana iska khulwane mushkil
Positive,nightmare difficulty waste reminder exactly earned hope receiving satisfactory
Positive,cool
Neutral,sudah bayar suruh bayar
Neutral,beef oi ff yhe surprise
Negative,
Neutral,demais ruim
Neutral,didi chuchu
Negative,amiss nowadays minimize hanging
Positive,
Negative,clea ed spin play
Neutral,jk fb
Neutral,forma atualiza gina pagamento funciona erro
Neutral,retread intro's
Positive,
Negative,deta kisi kam upar urdu karo
Neutral,aplication
Positive,
Positive,increased ppl somehow detects country safe
Positive,
Positive,
Positive,
Negative,christ fake god god redeemer mock
Neutral,jadi subtitlenya jadi warna abu abu padahal pengaturan sudah diset warna putih kalau nonton semuanya sering mengapa abu abu sudah sebagainana rupa tetap abu abunya tolong diperbaiki
Negative,verbalize izombie
Positive,airtel agree airtel
Neutral,event trash
Positive,cuz lap cuz moveies
Neutral,trawl flaw mime
Positive,pot
Negative,basically rendering
Negative,civilization destroy
Negative,nowhere
Neutral,jai dabangg bhaijaan wash bharat bajrangi sikandar salman khan
Neutral,kosam
Positive,
Negative,vino vine vine
Negative,tired accepting discouraging
Negative,juzt freezing
Negative,gross america nation track unless location texas store pervert gross
Negative,bulgarian favouritism
Positive,
Positive,afer reaching back clearly
Positive,successful
Negative,
Negative,there're ton paining
Negative,destroyed corporate greed sheer stupidity
Negative,agenda button allow approve
Positive,super
Neutral,ima
Negative,go charged confirms imdb
Positive,sends type
Negative,dub
Positive,bunny girl senpai quintessential quintuplet
Neutral,
Positive,leading original
Neutral,sirig nitflix
Negative,soooooooooooooo obsessed
Negative,
Negative,determined screw requiring receives corporation hiking
Neutral,imdb reveal
Negative,redownloaded extremely disappointing increase
Negative,trynna bruhh glitchint offend
Neutral,parte sobre baixar epi dios vel farsa voc baixa quando vai assistir aparece uma mensagem uma assitir sinceramente considerando trocar outro
Neutral,magi kanki
Negative,pulling
Negative,disgusting
Positive,
Positive,
Positive,master cliffhanger sci fi discontinued leading incomplete cliffhanger
Neutral,beyblade burst forgive surge
Neutral,payah handphone dgn beda
Positive,notification
Positive,white western asian approving important upcoming rising
Negative,
Positive,rakhna uske
Positive,bringmsatonetflix
Negative,concern spoke chat layout incorrect minority rolling layout tweak rolling
Neutral,
Neutral,jawab
Neutral,
Negative,lgtv wash brain propaganda
Negative,mouth
Positive,
Negative,marquis scroll
Positive,
Negative,rising
Positive,
Positive,british baking highest irrelevant
Positive,
Negative,might watchable stuck watchable ocean ridiculous anyway
